OBJECTID,GPS_YEAR,PROPERTY,HOLES,ACTIVE,ASPECT,LANDUSE,VEG_TYPE,AG_LEASE,YOUNG_EMER,INFLUENCE,DENSITY,STATUS,PDOG_CAT,CATEGORY_L,REMARKS,RELOCATION,Town,Encroaching,Acreage,ShapeSTArea,ShapeSTLength
985,2002,Wolf Run,0,active,varied,multi-use,intro range,,yes,,0,2002 MANAGEMENT PLAN,NPD,No Prairie Dogs,Irrigated AG land, ,1,,14.49975799,631609.459228516,3847.60645372596
986,2002,Wolf Run,0,active,varied,multi-use,intro range,,yes,,0,2002 MANAGEMENT PLAN,MOA,Multiple Objective Areas, , ,1,,5e-08,0.0029296875,1.02865386092395
987,2002,Wolf Run,0,active,varied,multi-use,intro range,,yes,,0,2002 MANAGEMENT PLAN,MOA,Multiple Objective Areas, , ,1,,1e-08,0.0009765625,0.601547718434504
988,2002,66 Investments,0,active,varied,agricultural,irrigated grass,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02,completed,1,,4.27920163,186402.024414062,2503.35706102369
989,2002,Rabbit Mountain,0,active,west,wildlife (HCA),intro range,,yes,,0, ,UND,Undetermined, , ,6,none,1.1e-07,0.005126953125,0.879355523430076
990,2002,Rabbit Mountain,0,active,west,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,6,none,0.00533845,232.543212890625,155.391189346088
991,2002,Bouzarelos,0,active,varied,agricultural,intro range,,yes,,0,2002 MANAGEMENT PLAN,MOA,Multiple Objective Areas, , ,1,off of property,6.73086348,293196.4140625,3061.09841781447
992,2002,Bouzarelos,0,active,varied,agricultural,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,1,off of property,28.48497163,1240805.36499023,6008.77931661659
993,2002,Bouzarelos,0,active,varied,agricultural,intro range,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,1,off of property,8.63734642,376242.809814453,3951.47173527358
994,2002,Bouzarelos,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,1,off of property,16.29681756,709889.374511719,4674.37419507125
995,2002,West Dowe Flats,0,active,varied, ,intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,1,off of property,4.56874072,199014.346923828,2486.35542948265
996,2002,West Dowe Flats,0,active,varied, ,intro range,,yes,,0,2002 MANAGEMENT PLAN,NPD,No Prairie Dogs, , ,1,off of property,0.14496871,6314.8369140625,451.645194610731
997,2002,West Dowe Flats,0,active,varied, ,intro range,,yes,,0,2002 MANAGEMENT PLAN,MOA,Multiple Objective Areas, , ,1,off of property,10.19311879,444012.254882812,3886.12153053425
998,2002,West Dowe Flats,0,active,varied, ,intro range,,yes,,0, ,UND,Undetermined, , ,1,off of property,114.60163243,4992047.11132812,25929.1199135421
999,2002,West Dowe Flats,0,active,varied, ,intro range,,yes,,0, ,UND,Undetermined, , ,1,off of property,4.94e-06,0.215576171875,3.9203663492971
1000,2002,West Dowe Flats,0,active,varied, ,intro range,,yes,,0, ,UND,Undetermined, , ,1,off of property,4.24e-05,1.846923828125,8.31081677688813
1001,2002,Colp,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,1,both,89.09407787,3880938.0324707,8270.46648172884
1002,2002,Colp,0,active,varied,multi-use,intro range,,yes,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,2,both,22.10231216,962776.71875,5094.38304150679
1003,2002,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,0,none,0.00053088,23.125244140625,32.3174563596273
1004,2002,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,0,none,1.58745072,69149.3542480469,1742.78571589516
1005,2002,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,0,none,40.83029924,1778567.83227539,21557.2632844215
1006,2002,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0, ,UND,Undetermined, , ,0,none,26.49190333,1153987.31152344,23765.4055280738
1007,2002,Keyes,0,active,varied,agri-multi-use,range / crop,,yes,,0,2002 MANAGEMENT PLAN,NPD,No Prairie Dogs, , ,1,off of property,21.1468386,921156.289794922,8129.20713729997
1008,2002,Keyes,0,active,varied,agri-multi-use,range / crop,,yes,,0,2002 MANAGEMENT PLAN,MOA,Multiple Objective Areas, , ,1,off of property,57.56611595,2507580.01000977,9081.24446471328
1009,2002,Keyes,0,active,varied,agri-multi-use,range / crop,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,1,off of property,7.81110511,340251.739013672,5933.13688960509
1010,2002,Lagerman,0,active,varied, ,intro range,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,1,off of property,48.87624569,2129049.25756836,20021.6683889236
1011,2002,Leyner,0,active,varied,agricultural,irrigated grass,,yes,,0,2002 MANAGEMENT PLAN,NPD,No Prairie Dogs, , ,2,none,11.3284246,493466.177001953,3622.66576257311
1012,2002,Lohr,0,active,varied, ,intro range,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,0,off of property,19.87486972,865749.32421875,7231.52597755731
1013,2002,Lohr,0,active,varied, ,intro range,,yes,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,0,off of property,0.11909608,5187.82543945312,399.8069776716
1014,2002,Mayhoffer II,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,1,off of property,16.57988669,722219.864990234,8248.47686753859
1015,2002,Mayhoffer II,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,1,off of property,73.46183806,3199997.66650391,9154.60591221522
1016,2002,Mayhoffer II,0,active,varied,wildlife (HCA),intro range,,yes,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,1,off of property,0.00503375,219.27001953125,124.642605311994
1017,2002,Mayhoffer II,0,active,varied,wildlife (HCA),intro range,,yes,,0,1998 MANAGEMENT PLAN,HCA,Habitat Conservation Area,MODIFIED 12-30-02, ,1,off of property,6.06561267,264218.088134766,2622.94832761944
1018,2002,Monarch,0,active,varied,agri-multi-use,intro range,,yes,,0,2002 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,1,off of property,2.94130856,128123.400634766,1857.63172696599
1019,2002,Monarch,0,active,varied,agri-multi-use,intro range,,yes,,0,2002 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,1,off of property,16.90244662,736270.573730469,7496.91720785114
1020,2002,Hodgson-Harris Reser,0,, , , ,, ,,0,1998 MANAGEMENT PLAN,NPD,No Prairie Dogs,MODIFIED 12-30-02, ,0,,8.36622824,364432.902587891,7318.04677130298
1021,2002,Doniphan,0,, , , ,, ,,0,1998 MANAGEMENT PLAN,MOA,Multiple Objective Areas,MODIFIED 12-30-02, ,0,,35.47102168,1545117.70214844,7742.64426253036
1022,2002,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,0,none,50.63528292,2205672.92529297,9172.26183421278
1023,2002,Rabbit Mountain,0,active,east,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, ,no,3,none,2.63784134,114904.368652344,2166.12823752757
1024,2002,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,4,both,22.635388,985997.502929688,7634.08461062687
1025,2002, ,0,, , , ,, ,,0, ,UND,Undetermined, , ,0,,62.38747023,2717598.20629883,13710.765787766
1026,2002, ,0,, , , ,, ,,0, ,UND,Undetermined, , ,0,,256.01168949,11151869.189209,48646.0202229451
1027,2002, ,0,, , , ,, ,,0, ,UND,Undetermined, , ,0,,2.49232449,108565.653564453,1981.38486337335
1028,2002,Rabbit Mountain,0,active,west,wildlife (HCA),dryland crop,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,8,both,7.8280077,340988.016357422,3789.02502142185
1029,2002,Rabbit Mountain,0,active,west,wildlife (HCA),intro range,,yes,,0,2002 MANAGEMENT PLAN,HCA,Habitat Conservation Area, , ,6,none,124.38265368,5418108.3972168,23053.6139659259
1030,2003,Alder / Figru,0,active, ,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,14.44998008,629441.133544922,4756.66779606351
1031,2003,Alexander Dawson,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,9.12429714,397454.385253906,4205.87138340865
1032,2003,Alexander Dawson,0,active,north,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,none,0.47171766,20548.0219726562,906.873043663225
1033,2003,Alexander Dawson,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,3,none,17.63719589,768276.253417969,6378.08619758705
1034,2003,Becky,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,1,none,9.25457251,403129.179443359,3725.23651291618
1035,2003,Becky,0,active, ,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,2,none,3.7846284,164858.415283203,1736.07607075839
1036,2003,Becky,0,active,flat,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.19891666,8664.81030273438,382.948905929493
1037,2003,Becky,0,active,flat,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,5,none,0.10789428,4699.875,281.136596784381
1038,2003,Bouzarelos,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,15.72625441,685035.641113281,4182.98276440045
1039,2003,Brewbaker,0,active,south,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,5.90429888,257191.260009766,4515.62420772757
1040,2003,Brewbaker,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,both,1.36501203,59459.9250488281,1251.64313289176
1041,2003,Brewbaker,0,active,north,agricultural,intro range,,yes,,0,,UND,Undetermined,,completed,4,none,0.42553593,18536.345703125,593.495995067391
1042,2003,Broomfield North,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,8.74530759,380945.598144531,5561.92056477817
1043,2003,Cohig,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.4804219,20927.1784667969,712.531214512309
1044,2003,Cohig,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,3,onto property,3.36745837,146686.485595703,2317.66282985055
1045,2003,Bullock,0,active,south,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,none,1.10667897,48206.9360351562,1230.60049405963
1046,2003,Bullock,0,active,south,multi-use,irrigated crop,,yes,,0,,UND,Undetermined,, ,3,none,0.02376362,1035.1435546875,142.884525139873
1047,2003,Dowe Flats,0,active,east,tbd,intro range,,yes,,0,,UND,Undetermined,, ,2,none,5.88517795,256358.352539062,3539.0132160039
1048,2003,Dowe Flats,0,active,east,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,off of property,1.11239103,48455.7521972656,1727.05640211707
1049,2003,BC Fairgrounds,0,active,varied,tbd,grass/shrub/trees,,yes,,0,,UND,Undetermined,, ,1,none,0.45724246,19917.4807128906,851.548080611569
1050,2003,Flagg,0,active,varied,multi-use,dryland crop,,yes,,0,,UND,Undetermined,, ,2,none,0.44084567,19203.2370605469,703.84366315905
1051,2003,Flagg,0,inactive,varied,multi-use,dryland crop,,yes,,0,,UND,Undetermined,, ,3,none,0.30907799,13463.4375,699.376097541205
1052,2003,Flagg,0,inactive,varied,multi-use,dryland crop,,yes,,0,,UND,Undetermined,, ,4,none,0.12957527,5644.29907226562,371.736011953626
1053,2003,Gage,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,,yes,1,none,0.04752415,2070.15234375,241.043675159668
1054,2003,Goldens,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,none,2.81758081,122733.821289062,1706.02630862447
1055,2003,Hall Ranch,0,active,east,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,none,0.91419022,39822.1262207031,1535.13214794307
1056,2003,Heil Valley Ranch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,0,none,4.53410294,197505.525390625,3190.4546995286
1057,2003,Heil Valley Ranch,0,active,south,tbd,intro range,,yes,,0,,UND,Undetermined,, ,2,none,1.32078824,57533.5361328125,1052.57183108871
1058,2003,Hillside,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,29.15842174,1270140.84863281,9813.31919115066
1059,2003,Hirschfeld,0,active,varied,agricultural,dryland crop,,yes,,0,,UND,Undetermined,, ,1,off of property,11.06206332,481863.478271484,3767.23350400351
1060,2003,Hirschfeld,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,2,both,2.03048688,88448.0085449219,1957.8141596263
1061,2003,Hirschfeld,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,3,both,11.350418,494424.208740234,5189.81502884792
1062,2003,Imel,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,42.97000216,1871773.29418945,9516.63140713302
1063,2003,Imel,0,active,east,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,4,both,0.77906621,33936.125,1077.11449022589
1064,2003,James Construction,0,active,varied,other,intro range,,yes,,0,,UND,Undetermined,"5-KILLDEER,1-HOLA,",no,1,both,3.77946812,164633.629882812,2829.577548513
1065,2003,James Construction,0,active,varied,other,intro range,,yes,,0,,UND,Undetermined,,no,3,none,0.26882714,11710.1108398438,451.829055257538
1066,2003,James Construction,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.11872801,5171.7919921875,294.749156421319
1067,2003,James Construction,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.09788749,4263.978515625,344.766155633375
1068,2003,Lagerman,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,both,7.94694766,346169.040283203,4211.16319729208
1069,2003,Lagerman,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,both,48.70668085,2121663.01635742,15614.4615786194
1070,2003,Lastoka,0,inactive,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.01943171,846.4453125,243.622478550741
1071,2003,Leyner,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,12.02450069,523787.250732422,3255.24244307539
1072,2003,Liley,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,16.05042351,699156.447753906,4542.75799889404
1073,2003,Lindsay,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,3.68118108,160352.246826172,3735.49827342848
1074,2003,Lindsay,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,none,5.3410878,232657.78515625,2522.98046061338
1075,2003,Lindsay,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,3,none,1.44631844,63001.6311035156,1701.07148661813
1076,2003,Lindsay,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.03960491,1725.18994140625,187.225007572503
1077,2003,Lindsay,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,5,none,20.64463836,899280.447021484,5820.82415875083
1078,2003,Lindsay,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,5,none,2.38767889,104007.293945312,1842.72895975526
1079,2003,Longmont-Hygeine Buf,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,2,none,1.39554599,60789.9848632812,1721.12873867916
1080,2003,Longmont-Hygeine Buf,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,3,none,0.46712805,20348.09765625,945.604792180207
1081,2003,Longmont-Hygeine Buf,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,4,none,0.0311776,1358.09643554688,208.235036741809
1082,2003,Lohr,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,2,none,0.10396737,4528.81909179688,321.934192494453
1083,2003,Lohr,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,3,none,0.01378545,600.494140625,94.0919796935889
1084,2003,Lohr,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,4,none,0.25796908,11237.1335449219,397.527287334595
1085,2003,Lohr,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,5,off of property,0.00500437,217.990478515625,61.1728354146324
1086,2003,Mayhoffer,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,none,0.99501247,43342.744140625,1048.20929371579
1087,2003,Mayhoffer,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,3,off of property,4.03462288,175748.173583984,2750.4888262117
1088,2003,Mayhoffer,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,5,none,4.21727181,183704.360107422,1836.07347444419
1089,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,3,none,5.22364581,227542.011962891,2599.55845705986
1090,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.13536407,5896.45922851562,296.324318018163
1091,2003,Mayhoffer-Singletree,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,5,none,1.70307141,74185.7897949219,2041.61984535005
1092,2003,Mayhoffer-Singletree,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,6,none,0.20991109,9143.72705078125,403.331794976959
1093,2003,Monarch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,3,off of property,1.99142785,86746.5964355469,2488.81774489611
1094,2003,Peck,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,1,onto property,0.21322781,9288.203125,672.423785496042
1095,2003,Peck,0,active,flat,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,2,none,0.18987652,8271.021484375,377.756428756621
1096,2003,Rabbit Mountain,0,active,east,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,8,none,0.00016205,7.058837890625,17.0258042731173
1097,2003,Rabbit Mountain,0,active,east,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,9,none,0.94349661,41098.7131347656,1678.20316508661
1098,2003,Rabbit Mountain,0,active,east,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,10,none,2.35612478,102632.794921875,2090.33131693022
1099,2003,Rock Creek Farm,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,2,none,2.8725532,125128.41796875,2215.24746270133
1100,2003,Sisters of St. Franc,0,active,varied,agricultural,dryland crop,,yes,,0,,UND,Undetermined,, ,1,none,8.2446694,359137.800048828,3661.97018693092
1101,2003,Suitts,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,3,none,3.09961791,135019.355712891,3444.08020820039
1102,2003,Suitts,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,4,off of property,4.69839083,204661.904785156,2924.22735943551
1103,2003,Toteve,0,active,south,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,none,4.39134801,191287.118896484,4631.26509199882
1104,2003,Toteve,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,,completed,0,none,6.57118797,286240.950683594,5300.66577957581
1105,2003,Toteve,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,3,none,0.16668544,7260.81762695312,455.795766444464
1106,2003,Warembourg,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,14.3473922,624972.403564453,5006.08917109402
1107,2003,Wasson,0,active,north,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,off of property,4.04536359,176216.038574219,3507.28620839104
1108,2003,Willis Heights,0,active,varied,other,intro range,,yes,,0,,UND,Undetermined,,no,1,onto property,0.21390327,9317.626953125,472.118787862729
1109,2003,Western Mobile,0,active,east,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,both,2.94106045,128112.592041016,2536.15511132709
1110,2003,Western Mobile,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,5.85342704,254975.282470703,4421.50359850659
1111,2003,Zaharias/Thomas,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,42.86937334,1867389.90307617,9979.84750980681
1112,2003,Mayhoffer,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,158.41451542,6900536.29150391,17362.7973572498
1113,2003,Mayhoffer,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,off of property,30.94348009,1347897.99414062,7900.40558820819
1114,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,19.52915516,850689.999755859,11047.4209551012
1115,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,10.03952459,437321.690673828,3723.9228351347
1116,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,7,none,6.67302979,290677.177734375,3805.67126648025
1117,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,none,12.72615558,554351.33984375,8459.57452989648
1118,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,24.60996391,1072010.02612305,6190.41727630128
1119,2003,Mayhoffer-Singletree,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,7,none,86.38311733,3762848.59008789,10427.7764384922
1120,2003,Coohig,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,4,none,13.4235363,584729.240722656,4045.60467638242
1121,2003,Cohig,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,4,none,1.21285656,52832.0319824219,1307.57254302365
1122,2003,Scriffiny,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,17.64807696,768750.231689453,4753.83622462229
1123,2003,Hodgson-Harris Res,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,both,8.92972942,388979.013671875,7325.95537195032
1124,2003,Rock Creek Farm,0,active,varied,multi-use,dryland crop,,yes,,0,,UND,Undetermined,, ,3,off of property,94.97442311,4137085.86914062,14352.2762812664
1125,2003,Rock Creek Farm,0,active,varied,multi-use,irrigated grass,,yes,,0,,UND,Undetermined,, ,4,off of property,35.26856431,1536298.66235352,8147.6408688088
1126,2003,Rock Creek Farm,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,5,none,0.15082339,6569.86669921875,597.83335044469
1127,2003,Trillium,0,active,varied,tbd,irrigated crop,,yes,,0,,UND,Undetermined,, ,1,none,21.88869251,953471.445800781,7154.72845810597
1128,2003,Trillium,0,active,varied,tbd,irrigated grass,,yes,,0,,UND,Undetermined,, ,2,off of property,5.25568918,228937.8203125,2256.94933587743
1129,2003,BC Land Venture,0,active,flat,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,0.53052003,23109.453125,786.4484190588
1130,2003,Flagg,0,active,varied,multi-use,dryland crop,,yes,,0,,UND,Undetermined,, ,1,both,0.38778816,16892.0520019531,675.634395578102
1131,2003,Legion Park,0,active,varied,recreation,intro range,,yes,,0,,UND,Undetermined,, ,1,both,2.84960851,124128.947021484,2995.69364414919
1132,2003,James Construction,0,active,varied,other,intro range,,yes,,0,,UND,Undetermined,,no,2,both,8.12411306,353886.36328125,3654.32467762876
1133,2003,Doniphan,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,36.66503801,1597129.05688477,7768.7877945087
1134,2003,Beech,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,,no,1,off of property,88.48975743,3854613.83276367,19646.6659619554
1135,2003,Beech,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,12.62663412,550016.183105469,4655.610534069
1136,2003,Beech,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,26.55346765,1156669.05126953,7758.84616293839
1137,2003,Beech,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,5,off of property,71.55377518,3116882.44799805,13764.7666777568
1138,2003,Becky,0,active, ,agricultural,varied,,yes,,0,,UND,Undetermined,, ,3,none,9.25457251,403129.179443359,3725.23651291618
1139,2003,Brewbaker,0,active,north,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,3,both,8.9036933,387844.879882812,3873.07284089429
1140,2003,Imel,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,7,onto property,0.46670154,20329.5190429688,1057.59222769143
1141,2003,Imel,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,8,onto property,0.32715178,14250.7316894531,695.649016014844
1142,2003,Imel,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,6,both,21.00286521,914884.808349609,5487.35688460903
1143,2003,Imel,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,3,off of property,14.03816078,611502.282714844,4959.63728469649
1144,2003,Imel,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,5,off of property,3.15269313,137331.309814453,2906.2676627683
1145,2003,Colp,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,84.54474499,3682769.09350586,10587.74560414
1146,2003,Colp,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,12.91728777,562677.056152344,4444.79482143634
1147,2003,Colp,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,3,off of property,9.98355361,434883.594726562,3213.39416998149
1148,2003,Centennial Ranch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,80.54664858,3508612.01318359,11380.0974022987
1149,2003,Centennial Ranch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,1.37281141,59799.6647949219,1468.96144972094
1150,2003,Centennial Ranch,0,active,west,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.3765741,16403.5681152344,631.912891415668
1151,2003,Centennial Ranch,0,active,west,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,1.89805986,82679.4880371094,1733.58824306345
1152,2003,Heil Valley Ranch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,0,onto property,0.00535162,233.11669921875,71.7472540413083
1153,2003,Goldens,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.62907746,27402.61328125,1144.44105241826
